0.172,0.492
0.172,-0.492
1.5,1.75
1.5,-1.75
0.805,0.7125
0.695,0.7125
0.675,0.6025
0.825,0.6025
0.805,-0.7125
0.695,-0.7125
0.675,-0.6025
0.825,-0.6025
0.3,0.25
0.3,0.268
0.3,-0.25
0.3,-0.268
1.2,0.25
1.2,0.268
1.2,-0.25
1.2,-0.268
1.5,-0.275
1.5,-0.825
1.18,-1.349
0.539,-1.649
0.219,-1.417
0.219,-0.85
0.219,-0.283
0.219,0.283
0.219,0.85
0.219,1.417
0.539,1.649
1.18,1.349
1.5,0.825
1.5,0.275
