t_pfa,I_pfa,V_pfa
5.8e-05,-1.07421875,3.4330078124999996
5.9e-05,-66.357421875,3.4923339843749996
6e-05,-15.234375,-1.7076049804687499
6.1e-05,6.494140625,0.0296630859375
6.2e-05,9.765625,-1.8361450195312499
6.3e-05,18.994140625,0.6684082031249999
6.4e-05,-1.904296875,0.17896728515625
6.5e-05,16.357421875,2.93367919921875
6.6e-05,20.99609375,3.31732177734375
6.7e-05,8.3984375,3.4280639648437496
6.8e-05,14.697265625,3.7296386718749996
6.9e-05,14.697265625,3.6960205078125
7e-05,10.25390625,3.658447265625
7.1e-05,10.791015625,3.6841552734375
7.2e-05,10.693359375,3.71085205078125
7.3e-05,11.71875,3.6277954101562497
7.4e-05,11.572265625,3.60703125
7.5e-05,12.939453125,3.587255859375
7.6e-05,14.404296875,3.5971435546875
7.7e-05,15.771484375,3.6050537109375
7.8e-05,16.2109375,3.60406494140625
7.9e-05,17.138671875,3.618896484375
8e-05,17.529296875,3.626806640625
8.1e-05,18.017578125,3.6010986328124996
8.2e-05,18.75,3.5882446289062497
8.3e-05,19.82421875,3.57242431640625
8.4e-05,20.849609375,3.58231201171875
8.5e-05,21.38671875,3.5813232421874996
8.6e-05,22.021484375,3.5734130859374997
8.7e-05,22.900390625,3.5585815429687497
8.8e-05,23.6328125,3.55264892578125
8.9e-05,24.51171875,3.5467163085937496
9e-05,25.29296875,3.5437499999999997
9.1e-05,25.927734375,3.5338623046874997
9.2e-05,26.66015625,3.5279296875
9.3e-05,27.44140625,3.516064453125
9.4e-05,28.271484375,3.5091430664062497
9.5e-05,28.955078125,3.5071655273437496
9.6e-05,29.638671875,3.4992553710937497
9.7e-05,30.322265625,3.4893676757812497
9.8e-05,31.103515625,3.4794799804687497
9.9e-05,31.8359375,3.4695922851562497
0.0001,32.6171875,3.4626708984374996
0.000101,33.30078125,3.45673828125
0.000102,34.033203125,3.44586181640625
0.000103,34.716796875,3.4379516601562496
0.000104,35.498046875,3.4280639648437496
0.000105,36.181640625,3.4201538085937497
0.000106,36.865234375,3.40927734375
0.000107,37.548828125,3.4003784179687497
0.000108,38.232421875,3.3914794921875
0.000109,38.96484375,3.38258056640625
0.00011,39.6484375,3.37269287109375
0.000111,40.33203125,3.36280517578125
0.000112,41.015625,3.3509399414062497
0.000113,41.69921875,3.3400634765625
0.000114,42.333984375,3.33017578125
0.000115,43.06640625,3.3212768554687497
0.000116,43.65234375,3.3123779296875
0.000117,44.384765625,3.2995239257812496
0.000118,45.01953125,3.2866699218749997
0.000119,45.654296875,3.27381591796875
0.00012,46.2890625,3.2649169921874996
0.000121,46.97265625,3.2550292968749996
0.000122,47.55859375,3.24415283203125
0.000123,48.2421875,3.231298828125
0.000124,48.828125,3.21646728515625
0.000125,49.51171875,3.20361328125
0.000126,50.146484375,3.1927368164062497
0.000127,50.732421875,3.1828491210937497
0.000128,51.3671875,3.1709838867187496
0.000129,51.953125,3.15714111328125
0.00013,52.587890625,3.1413208007812496
0.000131,53.173828125,3.1284667968749997
0.000132,53.759765625,3.1166015624999996
0.000133,54.345703125,3.10572509765625
0.000134,54.98046875,3.0918823242187496
0.000135,55.56640625,3.0770507812499996
0.000136,56.103515625,3.0632080078125
0.000137,56.73828125,3.0473876953124996
0.000138,57.32421875,3.0345336914062497
0.000139,57.861328125,3.02069091796875
0.00014,58.447265625,3.00684814453125
0.000141,58.984375,2.9920166015625
0.000142,59.521484375,2.97718505859375
0.000143,60.107421875,2.96136474609375
0.000144,60.64453125,2.9455444335937497
0.000145,61.181640625,2.93170166015625
0.000146,61.71875,2.9158813476562497
0.000147,62.255859375,2.90203857421875
0.000148,62.79296875,2.8852294921875
0.000149,63.37890625,2.87039794921875
0.00015,63.8671875,2.85260009765625
0.000151,64.35546875,2.835791015625
0.000152,64.84375,2.819970703125
0.000153,65.4296875,2.80513916015625
0.000154,65.869140625,2.78931884765625
0.000155,66.357421875,2.7725097656249997
0.000156,66.845703125,2.75372314453125
0.000157,67.333984375,2.73592529296875
0.000158,67.822265625,2.7191162109375
0.000159,68.310546875,2.7032958984374997
0.00016,68.798828125,2.6874755859375
0.000161,69.189453125,2.669677734375
0.000162,69.62890625,2.65089111328125
0.000163,70.1171875,2.63111572265625
0.000164,70.556640625,2.61331787109375
0.000165,70.99609375,2.59552001953125
0.000166,71.38671875,2.5787109375
0.000167,71.875,2.5609130859375
0.000168,72.265625,2.543115234375
0.000169,72.705078125,2.52333984375
0.00017,73.095703125,2.5015869140625
0.000171,73.486328125,2.48280029296875
0.000172,73.92578125,2.46500244140625
0.000173,74.365234375,2.4462158203124997
0.000174,74.70703125,2.42841796875
0.000175,75.048828125,2.40963134765625
0.000176,75.390625,2.38787841796875
0.000177,75.732421875,2.36612548828125
0.000178,76.123046875,2.345361328125
0.000179,76.46484375,2.3255859375
0.00018,76.85546875,2.3077880859374997
0.000181,77.1484375,2.28900146484375
0.000182,77.490234375,2.27021484375
0.000183,77.783203125,2.2484619140624997
0.000184,78.125,2.2247314453125
0.000185,78.369140625,2.202978515625
0.000186,78.7109375,2.183203125
0.000187,79.00390625,2.163427734375
0.000188,79.248046875,2.14365234375
0.000189,79.58984375,2.12288818359375
0.00019,79.833984375,2.09915771484375
0.000191,80.126953125,2.076416015625
0.000192,80.322265625,2.0546630859375
0.000193,80.56640625,2.03389892578125
0.000194,80.810546875,2.013134765625
0.000195,81.0546875,1.99237060546875
0.000196,81.25,1.9696289062499999
0.000197,81.4453125,1.9458984375
0.000198,81.689453125,1.92315673828125
0.000199,81.884765625,1.9004150390624999
0.0002,82.080078125,1.878662109375
0.000201,82.275390625,1.8569091796875
0.000202,82.421875,1.8361450195312499
0.000203,82.6171875,1.81241455078125
0.000204,82.763671875,1.7896728515625
0.000205,82.91015625,1.76495361328125
0.000206,83.056640625,1.7422119140624999
0.000207,83.203125,1.7184814453125
0.000208,83.30078125,1.6967285156249998
0.000209,83.447265625,1.67398681640625
0.00021,83.544921875,1.6512451171875
0.000211,83.642578125,1.6275146484374998
0.000212,83.740234375,1.601806640625
0.000213,83.7890625,1.5780761718749998
0.000214,83.88671875,1.5543457031249999
0.000215,83.984375,1.53160400390625
0.000216,84.08203125,1.5088623046875
0.000217,84.08203125,1.4851318359374999
0.000218,84.130859375,1.4614013671875
0.000219,84.228515625,1.4356933593749999
0.00022,84.1796875,1.4099853515625
0.000221,84.228515625,1.3862548828124999
0.000222,84.228515625,1.36351318359375
0.000223,84.228515625,1.33978271484375
0.000224,84.228515625,1.3150634765625
0.000225,84.228515625,1.2913330078125
0.000226,84.228515625,1.26463623046875
0.000227,84.1796875,1.2399169921875
0.000228,84.130859375,1.21519775390625
0.000229,84.130859375,1.19146728515625
0.00023,84.033203125,1.1687255859374999
0.000231,83.984375,1.143017578125
0.000232,83.935546875,1.1192871093749999
0.000233,83.837890625,1.0945678710937499
0.000234,83.740234375,1.06787109375
0.000235,83.642578125,1.0421630859375
0.000236,83.544921875,1.016455078125
0.000237,83.447265625,0.99371337890625
0.000238,83.3984375,0.968994140625
0.000239,83.251953125,0.94427490234375
0.00024,83.10546875,0.91856689453125
0.000241,83.0078125,0.8928588867187499
0.000242,82.861328125,0.8661621093749999
0.000243,82.71484375,0.842431640625
0.000244,82.568359375,0.81771240234375
0.000245,82.373046875,0.7939819335937499
0.000246,82.2265625,0.76827392578125
0.000247,82.080078125,0.7425659179687499
0.000248,81.884765625,0.7178466796874999
0.000249,81.689453125,0.69114990234375
0.00025,81.494140625,0.66544189453125
0.000251,81.298828125,0.63973388671875
0.000252,81.103515625,0.61600341796875
0.000253,80.859375,0.5912841796875
0.000254,80.6640625,0.56656494140625
0.000255,80.46875,0.54085693359375
0.000256,80.224609375,0.51416015625
0.000257,79.98046875,0.48845214843749996
0.000258,79.6875,0.46274414062499997
0.000259,79.443359375,0.43901367187499996
0.00026,79.19921875,0.415283203125
0.000261,78.90625,0.38957519531249996
0.000262,78.662109375,0.36485595703125
0.000263,78.369140625,0.3381591796875
0.000264,78.125,0.31146240234375
0.000265,77.83203125,0.2867431640625
0.000266,77.5390625,0.2630126953125
0.000267,77.197265625,0.23829345703125
0.000268,76.904296875,0.21357421875
0.000269,76.611328125,0.18885498046875
0.00027,76.26953125,0.16314697265625
0.000271,75.9765625,0.1364501953125
0.000272,75.634765625,0.11173095703125
0.000273,75.341796875,0.08602294921874999
0.000274,74.951171875,0.06328125
0.000275,74.658203125,0.03856201171875
0.000276,74.267578125,0.0336181640625
0.000277,73.779296875,0.03658447265625
0.000278,73.6328125,0.013842773437499999
0.000279,75.146484375,0.36287841796875
0.00028,76.123046875,0.154248046875
0.000281,73.193359375,0.10382080078125
0.000282,71.6796875,0.11568603515624999
0.000283,72.119140625,-0.0217529296875
0.000284,72.4609375,-0.06427001953125
0.000285,72.705078125,-0.16512451171875
0.000286,72.216796875,-0.19182128906249998
0.000287,72.4609375,-0.2274169921875
0.000288,72.265625,-0.185888671875
0.000289,72.55859375,-0.2274169921875
0.00029,71.826171875,-0.2234619140625
0.000291,71.484375,-0.253125
0.000292,71.6796875,-0.27191162109375
0.000293,71.6796875,-0.296630859375
0.000294,71.484375,-0.30355224609375
0.000295,70.8984375,-0.31640625
0.000296,70.556640625,-0.336181640625
0.000297,70.458984375,-0.36287841796875
0.000298,70.5078125,-0.38364257812499997
0.000299,70.21484375,-0.3955078125
0.0003,69.82421875,-0.41231689453125
0.000301,69.62890625,-0.431103515625
0.000302,69.43359375,-0.45384521484374996
0.000303,69.287109375,-0.47362060546874996
0.000304,68.994140625,-0.48746337890624997
0.000305,68.701171875,-0.5042724609375
0.000306,68.408203125,-0.51910400390625
0.000307,68.1640625,-0.537890625
0.000308,67.919921875,-0.5556884765625
0.000309,67.626953125,-0.57249755859375
0.00031,67.3828125,-0.5893066406249999
0.000311,67.08984375,-0.60809326171875
0.000312,66.89453125,-0.6229248046875
0.000313,66.552734375,-0.63775634765625
0.000314,66.30859375,-0.6545654296875
0.000315,66.015625,-0.66939697265625
0.000316,65.771484375,-0.68719482421875
0.000317,65.4296875,-0.7030151367187499
0.000318,65.13671875,-0.71883544921875
0.000319,64.892578125,-0.7326782226562499
0.00032,64.599609375,-0.7455322265625
0.000321,64.306640625,-0.7593749999999999
0.000322,63.96484375,-0.7732177734375
0.000323,63.671875,-0.78804931640625
0.000324,63.37890625,-0.8038696289062499
0.000325,63.0859375,-0.81771240234375
0.000326,62.79296875,-0.8325439453125
0.000327,62.5,-0.84539794921875
0.000328,62.158203125,-0.85726318359375
0.000329,61.865234375,-0.8701171875
0.00033,61.572265625,-0.8829711914062499
0.000331,61.328125,-0.89879150390625
0.000332,60.986328125,-0.9106567382812499
0.000333,60.693359375,-0.9195556640625
0.000334,60.302734375,-0.929443359375
0.000335,60.009765625,-0.9393310546875
0.000336,59.716796875,-0.94921875
0.000337,59.423828125,-0.9600952148437499
0.000338,59.08203125,-0.9699829101562499
0.000339,58.7890625,-0.9818481445312499
0.00034,58.447265625,-0.99371337890625
0.000341,58.10546875,-1.00360107421875
0.000342,57.8125,-1.0105224609374999
0.000343,57.470703125,-1.0184326171875
0.000344,57.12890625,-1.0263427734375
0.000345,56.787109375,-1.0352416992187499
0.000346,56.4453125,-1.044140625
0.000347,56.15234375,-1.05303955078125
0.000348,55.76171875,-1.06094970703125
0.000349,55.419921875,-1.06688232421875
0.00035,55.078125,-1.0738037109375
0.000351,54.6875,-1.0817138671875
0.000352,54.296875,-1.0896240234374999
0.000353,53.90625,-1.09852294921875
0.000354,53.662109375,-1.10841064453125
0.000355,53.271484375,-1.1133544921875
0.000356,52.783203125,-1.1212646484375
0.000357,52.490234375,-1.1291748046874999
0.000358,52.1484375,-1.13115234375
0.000359,51.7578125,-1.13807373046875
0.00036,51.220703125,-1.1390624999999999
0.000361,51.025390625,-1.14796142578125
0.000362,50.634765625,-1.16180419921875
0.000363,50.29296875,-1.16773681640625
0.000364,49.8046875,-1.17762451171875
0.000365,49.169921875,-1.17169189453125
0.000366,48.92578125,-1.18553466796875
0.000367,48.92578125,-1.19739990234375
0.000368,48.4375,-1.206298828125
0.000369,47.998046875,-1.17564697265625
0.00037,47.55859375,-1.17762451171875
0.000371,47.16796875,-1.1964111328125
0.000372,46.337890625,-1.2033325195312499
0.000373,45.849609375,-1.25079345703125
0.000374,45.654296875,-1.20135498046875
0.000375,45.751953125,-1.2201416015625
0.000376,46.09375,-1.21717529296875
0.000377,45.361328125,-1.2992431640625
0.000378,44.970703125,-1.26463623046875
0.000379,45.751953125,-1.2122314453125
0.00038,46.630859375,-1.14202880859375
0.000381,45.60546875,-1.09061279296875
0.000382,44.23828125,-1.1232421875
0.000383,42.7734375,-1.1192871093749999
0.000384,42.3828125,-1.1529052734375
0.000385,42.3828125,-1.1588378906249999
0.000386,41.845703125,-1.166748046875
0.000387,41.015625,-1.16971435546875
0.000388,40.4296875,-1.17960205078125
0.000389,40.380859375,-1.18948974609375
0.00039,40.185546875,-1.1885009765624999
0.000391,39.74609375,-1.1786132812499999
0.000392,39.111328125,-1.174658203125
0.000393,38.818359375,-1.17762451171875
0.000394,38.671875,-1.17960205078125
0.000395,38.427734375,-1.1736694335937499
0.000396,37.98828125,-1.16180419921875
0.000397,37.451171875,-1.15587158203125
0.000398,37.158203125,-1.15784912109375
0.000399,36.962890625,-1.1538940429687499
0.0004,36.669921875,-1.15191650390625
0.000401,36.181640625,-1.143017578125
0.000402,35.791015625,-1.1390624999999999
0.000403,35.498046875,-1.13609619140625
0.000404,35.205078125,-1.13115234375
0.000405,34.86328125,-1.1252197265625
0.000406,34.423828125,-1.12027587890625
0.000407,34.130859375,-1.11533203125
0.000408,33.837890625,-1.11038818359375
0.000409,33.59375,-1.1044555664062499
0.00041,33.251953125,-1.09852294921875
0.000411,32.91015625,-1.0975341796875
0.000412,32.568359375,-1.09259033203125
0.000413,32.32421875,-1.087646484375
0.000414,31.93359375,-1.07874755859375
0.000415,31.73828125,-1.06688232421875
0.000416,31.54296875,-1.056005859375
0.000417,31.25,-1.0382080078125
0.000418,30.810546875,-1.0302978515624999
0.000419,30.419921875,-1.02733154296875
0.00042,30.126953125,-1.0223876953125
0.000421,29.833984375,-1.016455078125
0.000422,29.638671875,-1.0105224609374999
0.000423,29.296875,-1.0055786132812499
0.000424,28.955078125,-0.99371337890625
0.000425,28.61328125,-0.9897583007812499
0.000426,28.466796875,-0.99371337890625
0.000427,28.369140625,-0.9788818359375
0.000428,28.173828125,-0.9630615234375
0.000429,27.978515625,-0.9591064453125
0.00043,27.63671875,-0.9472412109374999
0.000431,27.294921875,-0.9333984375
0.000432,27.001953125,-0.9254882812499999
0.000433,26.806640625,-0.91461181640625
0.000434,26.66015625,-0.9017578125
0.000435,26.513671875,-0.89384765625
0.000436,26.26953125,-0.88494873046875
0.000437,26.07421875,-0.8720947265625
0.000438,25.830078125,-0.8641845703125
0.000439,25.5859375,-0.8523193359375
0.00044,25.390625,-0.8404541015625
0.000441,25.1953125,-0.8325439453125
0.000442,25.0,-0.8216674804687499
0.000443,24.8046875,-0.8117797851562499
0.000444,24.658203125,-0.79991455078125
0.000445,24.462890625,-0.79002685546875
0.000446,24.31640625,-0.7811279296875
0.000447,24.12109375,-0.7722290039062499
0.000448,23.974609375,-0.7593749999999999
0.000449,23.779296875,-0.7455322265625
0.00045,23.6328125,-0.73465576171875
0.000451,23.53515625,-0.72476806640625
0.000452,23.33984375,-0.71488037109375
0.000453,23.193359375,-0.7030151367187499
0.000454,23.046875,-0.69114990234375
0.000455,22.94921875,-0.6782958984374999
0.000456,22.75390625,-0.66741943359375
0.000457,22.65625,-0.65555419921875
0.000458,22.607421875,-0.64566650390625
0.000459,22.4609375,-0.6347900390625
0.00046,22.314453125,-0.620947265625
0.000461,22.216796875,-0.6090820312499999
0.000462,22.119140625,-0.597216796875
0.000463,21.97265625,-0.5873291015625
0.000464,21.923828125,-0.5754638671875
0.000465,21.826171875,-0.56260986328125
0.000466,21.728515625,-0.5497558593749999
0.000467,21.58203125,-0.537890625
0.000468,21.533203125,-0.52701416015625
0.000469,21.435546875,-0.5161376953125
0.00047,21.38671875,-0.50328369140625
0.000471,21.2890625,-0.4904296875
0.000472,21.240234375,-0.47856445312499996
0.000473,21.19140625,-0.46571044921875
0.000474,21.09375,-0.4568115234375
0.000475,21.044921875,-0.44395751953124996
0.000476,20.947265625,-0.431103515625
0.000477,20.8984375,-0.41824951171874997
0.000478,20.8984375,-0.4053955078125
0.000479,20.849609375,-0.39649658203125
0.00048,20.751953125,-0.38463134765624996
0.000481,20.751953125,-0.37078857421875
0.000482,20.703125,-0.35892333984374997
0.000483,20.654296875,-0.34705810546875
0.000484,20.60546875,-0.33519287109375
0.000485,20.60546875,-0.3262939453125
0.000486,20.556640625,-0.31343994140625
0.000487,20.556640625,-0.3005859375
0.000488,20.556640625,-0.2867431640625
0.000489,20.458984375,-0.27685546875
0.00049,20.458984375,-0.2669677734375
0.000491,20.458984375,-0.25510253906249997
0.000492,20.5078125,-0.24125976562499998
0.000493,20.458984375,-0.23038330078125
0.000494,20.41015625,-0.21851806640625
0.000495,20.458984375,-0.20961914062499998
0.000496,20.458984375,-0.19775390625
0.000497,20.458984375,-0.185888671875
0.000498,20.458984375,-0.1740234375
0.000499,20.458984375,-0.16215820312499998
0.0005,20.458984375,-0.15325927734375
0.000501,20.5078125,-0.14337158203125
0.000502,20.5078125,-0.130517578125
0.000503,20.5078125,-0.11865234375
0.000504,20.556640625,-0.106787109375
0.000505,20.556640625,-0.09788818359375
0.000506,20.60546875,-0.08800048828125
0.000507,20.654296875,-0.07613525390624999
0.000508,20.654296875,-0.06427001953125
0.000509,20.654296875,-0.05438232421875
0.00051,20.703125,-0.0415283203125
0.000511,20.703125,0.00494384765625
0.000512,20.751953125,0.02471923828125
0.000513,20.80078125,0.01087646484375
0.000514,20.849609375,0.00791015625
0.000515,20.849609375,0.011865234374999999
0.000516,20.947265625,0.01680908203125
0.000517,20.99609375,0.02471923828125
0.000518,20.99609375,0.03658447265625
0.000519,21.09375,0.045483398437499996
0.00052,21.142578125,0.055371093749999996
0.000521,21.240234375,0.0613037109375
0.000522,21.240234375,0.055371093749999996
0.000523,21.337890625,0.055371093749999996
0.000524,21.38671875,0.059326171875
0.000525,21.435546875,0.06624755859374999
0.000526,21.484375,0.07811279296875
0.000527,21.533203125,0.09986572265624999
0.000528,21.630859375,0.11568603515624999
0.000529,21.6796875,0.1285400390625
0.00053,21.728515625,0.138427734375
0.000531,21.826171875,0.14732666015624998
0.000532,21.923828125,0.15325927734375
0.000533,21.97265625,0.16116943359375
0.000534,22.021484375,0.170068359375
0.000535,22.16796875,0.17896728515625
0.000536,22.216796875,0.18687744140624998
0.000537,22.314453125,0.19281005859375
0.000538,22.36328125,0.19874267578125
0.000539,22.4609375,0.20665283203124998
0.00054,22.509765625,0.2155517578125
0.000541,22.65625,0.22247314453125
0.000542,22.705078125,0.22939453124999998
0.000543,22.802734375,0.233349609375
0.000544,22.900390625,0.23928222656249998
0.000545,22.998046875,0.24521484375
0.000546,23.046875,0.25411376953125
0.000547,23.14453125,0.26202392578125
0.000548,23.2421875,0.2669677734375
0.000549,23.33984375,0.2709228515625
0.00055,23.53515625,0.27982177734374997
0.000551,23.583984375,0.28970947265624997
0.000552,23.681640625,0.29959716796874997
0.000553,23.779296875,0.3104736328125
0.000554,23.828125,0.30355224609375
0.000555,23.828125,0.30355224609375
0.000556,24.0234375,0.30552978515625
0.000557,23.92578125,0.30948486328124997
0.000558,24.0234375,0.31640625
0.000559,24.31640625,0.3223388671875
0.00056,24.4140625,0.32431640624999997
0.000561,24.609375,0.32728271484375
0.000562,24.658203125,0.33420410156249997
0.000563,24.755859375,0.34013671875
0.000564,24.90234375,0.34409179687499997
0.000565,25.0,0.34705810546875
0.000566,25.146484375,0.34903564453124997
0.000567,25.1953125,0.352001953125
0.000568,25.29296875,0.35694580078125
0.000569,25.390625,0.359912109375
0.00057,25.48828125,0.36386718749999997
0.000571,25.634765625,0.36683349609375
0.000572,25.78125,0.36683349609375
0.000573,25.830078125,0.37078857421875
0.000574,26.26953125,0.38067626953125
0.000575,25.927734375,0.38265380859375
0.000576,26.171875,0.38265380859375
0.000577,26.171875,0.38265380859375
0.000578,26.318359375,0.37968749999999996
0.000579,26.513671875,0.38067626953125
0.00058,26.5625,0.38364257812499997
0.000581,26.66015625,0.38660888671875
0.000582,26.708984375,0.38660888671875
0.000583,26.904296875,0.38759765625
0.000584,27.001953125,0.38660888671875
0.000585,27.099609375,0.38759765625
0.000586,27.197265625,0.39056396484375
0.000587,27.34375,0.39056396484375
0.000588,27.392578125,0.39254150390625
0.000589,27.5390625,0.391552734375
0.00059,27.63671875,0.39056396484375
0.000591,27.685546875,0.39056396484375
0.000592,27.783203125,0.39056396484375
0.000593,27.9296875,0.39254150390625
0.000594,28.076171875,0.391552734375
0.000595,28.125,0.391552734375
0.000596,28.22265625,0.38858642578124997
0.000597,28.271484375,0.38759765625
0.000598,28.41796875,0.38759765625
0.000599,28.515625,0.38858642578124997
0.0006,28.564453125,0.38660888671875
0.000601,28.662109375,0.38463134765624996
0.000602,28.759765625,0.38265380859375
0.000603,28.857421875,0.37968749999999996
0.000604,28.955078125,0.37968749999999996
0.000605,29.052734375,0.37869873046874997
0.000606,29.1015625,0.3777099609375
0.000607,29.150390625,0.37474365234375
0.000608,29.296875,0.3697998046875
0.000609,29.39453125,0.36881103515624997
0.00061,29.443359375,0.36683349609375
0.000611,29.541015625,0.3658447265625
0.000612,29.58984375,0.36485595703125
0.000613,29.638671875,0.36090087890625
0.000614,29.736328125,0.3579345703125
0.000615,29.833984375,0.35397949218749997
0.000616,29.8828125,0.3500244140625
0.000617,29.931640625,0.34903564453124997
0.000618,29.98046875,0.3460693359375
0.000619,30.078125,0.34310302734375
0.00062,30.17578125,0.34013671875
0.000621,30.2734375,0.33420410156249997
0.000622,30.2734375,0.3302490234375
0.000623,30.322265625,0.328271484375
0.000624,30.419921875,0.3262939453125
0.000625,30.46875,0.3223388671875
0.000626,30.517578125,0.31739501953125
0.000627,30.56640625,0.312451171875
0.000628,30.615234375,0.30750732421875
0.000629,30.6640625,0.30454101562499997
0.00063,30.712890625,0.3005859375
0.000631,30.76171875,0.29761962890625
0.000632,30.76171875,0.29267578125
0.000633,30.859375,0.28773193359375
0.000634,30.859375,0.280810546875
0.000635,30.95703125,0.27685546875
0.000636,30.95703125,0.27388916015625
0.000637,31.005859375,0.26993408203124997
0.000638,31.0546875,0.26499023437499997
0.000639,31.103515625,0.2590576171875
0.00064,31.103515625,0.253125
0.000641,31.15234375,0.2471923828125
0.000642,31.15234375,0.2432373046875
0.000643,31.25,0.23928222656249998
0.000644,31.25,0.2353271484375
0.000645,31.25,0.22939453124999998
0.000646,31.298828125,0.22148437499999998
0.000647,31.34765625,0.217529296875
0.000648,31.396484375,0.21060791015625
0.000649,31.34765625,0.20665283203124998
0.00065,31.34765625,0.20170898437499998
0.000651,31.396484375,0.19676513671874998
0.000652,31.396484375,0.19083251953125
0.000653,31.4453125,0.18292236328125
0.000654,31.494140625,0.17698974609374998
0.000655,31.4453125,0.17204589843749998
0.000656,31.494140625,0.16710205078124998
0.000657,31.4453125,0.16215820312499998
0.000658,31.54296875,0.1562255859375
0.000659,31.494140625,0.14930419921875
0.00066,31.54296875,0.14139404296875
0.000661,31.494140625,0.13447265625
0.000662,31.54296875,0.130517578125
0.000663,31.54296875,0.12557373046875
0.000664,31.54296875,0.11964111328124999
0.000665,31.54296875,0.1127197265625
0.000666,31.54296875,0.10579833984374999
0.000667,31.54296875,0.09788818359375
0.000668,31.54296875,0.09195556640625
0.000669,31.54296875,0.08800048828125
0.00067,31.494140625,0.083056640625
0.000671,31.494140625,0.075146484375
0.000672,31.4453125,0.06822509765625
0.000673,31.4453125,0.062292480468749994
0.000674,31.4453125,0.0533935546875
0.000675,31.4453125,0.047460937499999994
0.000676,31.4453125,0.045483398437499996
0.000677,31.396484375,0.047460937499999994
0.000678,31.34765625,0.04844970703125
0.000679,31.34765625,0.047460937499999994
0.00068,31.34765625,0.045483398437499996
0.000681,31.25,0.043505859375
0.000682,31.25,0.01878662109375
0.000683,31.25,0.00494384765625
0.000684,31.93359375,-0.027685546874999998
0.000685,30.810546875,-0.0217529296875
0.000686,31.0546875,-0.0296630859375
0.000687,31.201171875,-0.0375732421875
0.000688,31.15234375,-0.0375732421875
0.000689,31.0546875,-0.04251708984375
0.00069,31.005859375,-0.045483398437499996
0.000691,30.95703125,-0.0533935546875
0.000692,30.95703125,-0.060314941406249996
0.000693,30.859375,-0.1404052734375
0.000694,30.76171875,-0.1166748046875
0.000695,30.712890625,-0.10283203125
0.000696,30.6640625,-0.098876953125
0.000697,30.6640625,-0.098876953125
0.000698,30.517578125,-0.10085449218749999
0.000699,30.46875,-0.106787109375
0.0007,30.46875,-0.11370849609375
0.000701,30.46875,-0.11964111328124999
0.000702,30.37109375,-0.1265625
0.000703,30.2734375,-0.13249511718749998
0.000704,30.17578125,-0.138427734375
0.000705,30.126953125,-0.14337158203125
0.000706,30.078125,-0.14930419921875
0.000707,30.029296875,-0.154248046875
0.000708,29.8828125,-0.1601806640625
0.000709,29.833984375,-0.16907958984375
0.00071,29.736328125,-0.17501220703125
0.000711,29.638671875,-0.18094482421875
0.000712,29.638671875,-0.18489990234375
0.000713,29.4921875,-0.18984374999999998
0.000714,29.39453125,-0.1957763671875
0.000715,29.345703125,-0.20072021484375
0.000716,29.248046875,-0.2076416015625
