t_pfa,I_pfa,V_pfa
0.001558,3.80859375,-0.0019775390625
0.001559,3.80859375,-0.0029663085937499997
0.00156,3.759765625,-0.0029663085937499997
0.001561,3.80859375,-0.0029663085937499997
0.001562,3.759765625,-0.0029663085937499997
0.001563,3.759765625,-0.0029663085937499997
0.001564,3.759765625,-0.0029663085937499997
0.001565,3.759765625,-0.0029663085937499997
0.001566,3.662109375,-0.0029663085937499997
0.001567,3.7109375,-0.0029663085937499997
0.001568,3.662109375,-0.0029663085937499997
0.001569,3.662109375,-0.0029663085937499997
0.00157,3.662109375,-0.0029663085937499997
0.001571,3.662109375,-0.0029663085937499997
0.001572,3.662109375,-0.0029663085937499997
0.001573,3.61328125,-0.0029663085937499997
0.001574,3.662109375,-0.003955078125
0.001575,3.564453125,-0.0029663085937499997
0.001576,3.61328125,-0.003955078125
0.001577,3.61328125,-0.0029663085937499997
0.001578,3.564453125,-0.00494384765625
0.001579,3.564453125,-0.003955078125
0.00158,3.564453125,-0.00494384765625
0.001581,3.515625,-0.00494384765625
0.001582,3.564453125,-0.00494384765625
0.001583,3.515625,-0.00494384765625
0.001584,3.564453125,-0.00494384765625
0.001585,3.515625,-0.005932617187499999
0.001586,3.515625,-0.005932617187499999
0.001587,3.515625,-0.0069213867187499995
0.001588,3.466796875,-0.0069213867187499995
0.001589,3.515625,-0.0069213867187499995
0.00159,3.466796875,-0.0069213867187499995
0.001591,3.466796875,-0.0069213867187499995
0.001592,3.466796875,-0.00791015625
0.001593,3.466796875,-0.00791015625
0.001594,3.466796875,-0.00791015625
0.001595,3.466796875,-0.008898925781249999
0.001596,3.466796875,-0.0098876953125
0.001597,3.466796875,-0.0098876953125
0.001598,3.41796875,-0.0098876953125
0.001599,3.41796875,-0.01087646484375
0.0016,3.41796875,-0.01087646484375
0.001601,3.41796875,-0.011865234374999999
0.001602,3.41796875,-0.011865234374999999
0.001603,3.369140625,-0.011865234374999999
0.001604,3.41796875,-0.011865234374999999
0.001605,3.41796875,-0.011865234374999999
0.001606,3.369140625,-0.011865234374999999
0.001607,3.369140625,-0.011865234374999999
0.001608,3.369140625,-0.013842773437499999
0.001609,3.369140625,-0.013842773437499999
0.00161,3.369140625,-0.013842773437499999
0.001611,3.3203125,-0.013842773437499999
0.001612,3.369140625,-0.013842773437499999
0.001613,3.369140625,-0.013842773437499999
0.001614,3.369140625,-0.01483154296875
0.001615,3.3203125,-0.013842773437499999
0.001616,3.3203125,-0.013842773437499999
0.001617,3.3203125,-0.0158203125
0.001618,3.369140625,-0.01483154296875
0.001619,3.3203125,-0.0158203125
0.00162,3.3203125,-0.01483154296875
0.001621,3.3203125,-0.0158203125
0.001622,3.271484375,-0.0158203125
0.001623,3.271484375,-0.0158203125
0.001624,3.271484375,-0.0158203125
0.001625,3.271484375,-0.0158203125
0.001626,3.271484375,-0.0158203125
0.001627,3.271484375,-0.0158203125
0.001628,3.271484375,-0.0158203125
0.001629,3.271484375,-0.0158203125
0.00163,3.271484375,-0.0158203125
0.001631,3.271484375,-0.01680908203125
0.001632,3.271484375,-0.0158203125
0.001633,3.271484375,-0.01680908203125
0.001634,3.271484375,-0.01680908203125
0.001635,3.22265625,-0.0158203125
0.001636,3.271484375,-0.01680908203125
0.001637,3.271484375,-0.01680908203125
0.001638,3.22265625,-0.01680908203125
0.001639,3.22265625,-0.01680908203125
0.00164,3.22265625,-0.017797851562499998
0.001641,3.22265625,-0.017797851562499998
0.001642,3.22265625,-0.017797851562499998
0.001643,3.173828125,-0.017797851562499998
0.001644,3.22265625,-0.01878662109375
0.001645,3.22265625,-0.01878662109375
0.001646,3.173828125,-0.017797851562499998
0.001647,3.22265625,-0.017797851562499998
0.001648,3.173828125,-0.01878662109375
0.001649,3.173828125,-0.01878662109375
0.00165,3.125,-0.019775390625
0.001651,3.125,-0.01878662109375
0.001652,3.125,-0.01878662109375
0.001653,3.125,-0.01878662109375
0.001654,3.125,-0.019775390625
0.001655,3.076171875,-0.01878662109375
0.001656,3.125,-0.01878662109375
0.001657,3.076171875,-0.01878662109375
0.001658,3.076171875,-0.019775390625
0.001659,3.076171875,-0.019775390625
0.00166,3.076171875,-0.02076416015625
0.001661,3.02734375,-0.02076416015625
0.001662,3.02734375,-0.0217529296875
0.001663,3.02734375,-0.019775390625
0.001664,3.02734375,-0.0217529296875
0.001665,3.02734375,-0.02076416015625
0.001666,2.978515625,-0.0217529296875
0.001667,2.9296875,-0.0217529296875
0.001668,2.9296875,-0.0257080078125
0.001669,2.9296875,-0.02471923828125
0.00167,2.9296875,-0.0217529296875
0.001671,2.9296875,-0.023730468749999997
0.001672,2.9296875,-0.022741699218749998
0.001673,2.9296875,-0.022741699218749998
0.001674,2.880859375,-0.0217529296875
0.001675,2.83203125,-0.022741699218749998
0.001676,2.83203125,-0.023730468749999997
0.001677,2.83203125,-0.023730468749999997
0.001678,2.83203125,-0.023730468749999997
0.001679,2.83203125,-0.023730468749999997
0.00168,2.83203125,-0.023730468749999997
0.001681,2.83203125,-0.023730468749999997
0.001682,2.783203125,-0.023730468749999997
0.001683,2.83203125,-0.023730468749999997
0.001684,2.734375,-0.023730468749999997
0.001685,2.783203125,-0.02471923828125
0.001686,2.734375,-0.02471923828125
0.001687,2.734375,-0.02471923828125
0.001688,2.734375,-0.02471923828125
0.001689,2.734375,-0.02471923828125
0.00169,2.734375,-0.0257080078125
0.001691,2.685546875,-0.0257080078125
0.001692,2.685546875,-0.02471923828125
0.001693,2.685546875,-0.0257080078125
0.001694,2.685546875,-0.0257080078125
0.001695,2.685546875,-0.0257080078125
0.001696,2.63671875,-0.0257080078125
0.001697,2.63671875,-0.02669677734375
0.001698,2.63671875,-0.0257080078125
0.001699,2.63671875,-0.02669677734375
0.0017,2.587890625,-0.0257080078125
0.001701,2.5390625,-0.02669677734375
0.001702,2.5390625,-0.02669677734375
0.001703,2.5390625,-0.027685546874999998
0.001704,2.5390625,-0.027685546874999998
0.001705,2.5390625,-0.027685546874999998
0.001706,2.5390625,-0.027685546874999998
0.001707,2.5390625,-0.027685546874999998
0.001708,2.5390625,-0.02669677734375
0.001709,2.5390625,-0.027685546874999998
0.00171,2.5390625,-0.027685546874999998
0.001711,2.490234375,-0.027685546874999998
0.001712,2.490234375,-0.027685546874999998
0.001713,2.490234375,-0.027685546874999998
0.001714,2.490234375,-0.027685546874999998
0.001715,2.44140625,-0.027685546874999998
0.001716,2.44140625,-0.028674316406249997
0.001717,2.44140625,-0.027685546874999998
0.001718,2.44140625,-0.028674316406249997
0.001719,2.44140625,-0.0296630859375
0.00172,2.44140625,-0.0296630859375
0.001721,2.392578125,-0.0296630859375
0.001722,2.44140625,-0.0296630859375
0.001723,2.392578125,-0.0296630859375
0.001724,2.392578125,-0.028674316406249997
0.001725,2.34375,-0.0296630859375
0.001726,2.34375,-0.0296630859375
0.001727,2.34375,-0.0296630859375
0.001728,2.34375,-0.0296630859375
0.001729,2.34375,-0.0296630859375
0.00173,2.34375,-0.0296630859375
0.001731,2.34375,-0.0296630859375
0.001732,2.34375,-0.03065185546875
0.001733,2.34375,-0.03065185546875
0.001734,2.34375,-0.03065185546875
0.001735,2.294921875,-0.03065185546875
0.001736,2.294921875,-0.031640625
0.001737,2.294921875,-0.031640625
0.001738,2.24609375,-0.031640625
0.001739,2.24609375,-0.03065185546875
0.00174,2.294921875,-0.031640625
0.001741,2.24609375,-0.03065185546875
0.001742,2.24609375,-0.031640625
0.001743,2.24609375,-0.03065185546875
0.001744,2.24609375,-0.03065185546875
0.001745,2.24609375,-0.031640625
0.001746,2.24609375,-0.031640625
0.001747,2.24609375,-0.031640625
0.001748,2.24609375,-0.031640625
0.001749,2.24609375,-0.03065185546875
0.00175,2.24609375,-0.031640625
0.001751,2.24609375,-0.031640625
0.001752,2.197265625,-0.03262939453125
0.001753,2.197265625,-0.03065185546875
0.001754,2.197265625,-0.031640625
0.001755,2.197265625,-0.031640625
0.001756,2.197265625,-0.031640625
0.001757,2.1484375,-0.031640625
0.001758,2.197265625,-0.031640625
0.001759,2.1484375,-0.031640625
0.00176,2.1484375,-0.031640625
0.001761,2.197265625,-0.03065185546875
0.001762,2.1484375,-0.03065185546875
0.001763,2.1484375,-0.03065185546875
0.001764,2.1484375,-0.031640625
0.001765,2.1484375,-0.031640625
0.001766,2.1484375,-0.031640625
0.001767,2.1484375,-0.03065185546875
0.001768,2.1484375,-0.031640625
0.001769,2.1484375,-0.0296630859375
0.00177,2.1484375,-0.03065185546875
0.001771,2.099609375,-0.0296630859375
0.001772,2.099609375,-0.03065185546875
0.001773,2.099609375,-0.0296630859375
0.001774,2.1484375,-0.0296630859375
0.001775,2.1484375,-0.0296630859375
0.001776,2.099609375,-0.0296630859375
0.001777,2.1484375,-0.0296630859375
0.001778,2.1484375,-0.0296630859375
0.001779,2.099609375,-0.03065185546875
0.00178,2.099609375,-0.0296630859375
0.001781,2.1484375,-0.0296630859375
0.001782,2.099609375,-0.028674316406249997
0.001783,2.099609375,-0.0296630859375
0.001784,2.099609375,-0.0296630859375
0.001785,2.099609375,-0.0296630859375
0.001786,2.05078125,-0.0296630859375
0.001787,2.099609375,-0.0296630859375
0.001788,2.05078125,-0.0296630859375
0.001789,2.099609375,-0.0296630859375
0.00179,2.099609375,-0.0296630859375
0.001791,2.05078125,-0.0296630859375
0.001792,2.099609375,-0.0296630859375
0.001793,2.05078125,-0.03065185546875
0.001794,2.05078125,-0.03065185546875
0.001795,2.099609375,-0.0296630859375
0.001796,2.05078125,-0.03065185546875
0.001797,2.05078125,-0.03065185546875
0.001798,2.05078125,-0.03065185546875
0.001799,2.05078125,-0.03065185546875
0.0018,2.05078125,-0.03065185546875
0.001801,2.05078125,-0.03065185546875
0.001802,2.001953125,-0.0296630859375
0.001803,2.05078125,-0.03065185546875
0.001804,2.001953125,-0.031640625
0.001805,2.05078125,-0.031640625
0.001806,2.05078125,-0.031640625
0.001807,2.001953125,-0.031640625
0.001808,2.05078125,-0.031640625
0.001809,2.05078125,-0.031640625
0.00181,2.001953125,-0.031640625
0.001811,2.001953125,-0.03262939453125
0.001812,2.05078125,-0.031640625
0.001813,2.05078125,-0.031640625
0.001814,1.953125,-0.031640625
0.001815,2.001953125,-0.031640625
0.001816,2.001953125,-0.031640625
0.001817,2.001953125,-0.031640625
0.001818,2.05078125,-0.031640625
0.001819,2.001953125,-0.03262939453125
0.00182,2.001953125,-0.03262939453125
0.001821,2.001953125,-0.03262939453125
0.001822,1.953125,-0.03262939453125
0.001823,1.953125,-0.03262939453125
0.001824,2.001953125,-0.0336181640625
0.001825,1.953125,-0.0336181640625
0.001826,1.953125,-0.0336181640625
0.001827,1.953125,-0.03262939453125
0.001828,1.953125,-0.0336181640625
0.001829,1.904296875,-0.0336181640625
0.00183,1.953125,-0.0336181640625
0.001831,1.953125,-0.0336181640625
0.001832,1.904296875,-0.0336181640625
0.001833,1.904296875,-0.0336181640625
0.001834,1.953125,-0.0336181640625
0.001835,1.85546875,-0.0336181640625
0.001836,1.904296875,-0.0336181640625
0.001837,1.904296875,-0.0336181640625
0.001838,1.85546875,-0.0336181640625
0.001839,1.904296875,-0.0336181640625
0.00184,1.85546875,-0.03262939453125
0.001841,1.85546875,-0.03262939453125
0.001842,1.85546875,-0.0336181640625
0.001843,1.904296875,-0.031640625
0.001844,1.85546875,-0.03262939453125
0.001845,1.904296875,-0.03262939453125
0.001846,1.85546875,-0.03262939453125
0.001847,1.85546875,-0.031640625
0.001848,1.85546875,-0.031640625
0.001849,1.806640625,-0.031640625
0.00185,1.85546875,-0.031640625
0.001851,1.806640625,-0.031640625
0.001852,1.806640625,-0.031640625
0.001853,1.7578125,-0.031640625
0.001854,1.7578125,-0.031640625
0.001855,1.7578125,-0.031640625
0.001856,1.806640625,-0.031640625
0.001857,1.7578125,-0.031640625
0.001858,1.7578125,-0.031640625
0.001859,1.7578125,-0.031640625
0.00186,1.7578125,-0.03065185546875
0.001861,1.7578125,-0.031640625
0.001862,1.7578125,-0.031640625
0.001863,1.7578125,-0.031640625
0.001864,1.708984375,-0.031640625
0.001865,1.7578125,-0.031640625
0.001866,1.66015625,-0.031640625
0.001867,1.708984375,-0.031640625
0.001868,1.708984375,-0.031640625
0.001869,1.708984375,-0.031640625
0.00187,1.66015625,-0.031640625
0.001871,1.66015625,-0.03262939453125
0.001872,1.66015625,-0.031640625
0.001873,1.66015625,-0.031640625
0.001874,1.66015625,-0.031640625
0.001875,1.66015625,-0.031640625
0.001876,1.66015625,-0.031640625
0.001877,1.66015625,-0.03262939453125
0.001878,1.66015625,-0.031640625
0.001879,1.66015625,-0.03262939453125
0.00188,1.66015625,-0.03262939453125
0.001881,1.5625,-0.0336181640625
0.001882,1.611328125,-0.03262939453125
0.001883,1.5625,-0.0336181640625
0.001884,1.5625,-0.0336181640625
0.001885,1.5625,-0.0336181640625
0.001886,1.5625,-0.03262939453125
0.001887,1.5625,-0.0336181640625
0.001888,1.513671875,-0.0336181640625
0.001889,1.5625,-0.0336181640625
0.00189,1.513671875,-0.0336181640625
0.001891,1.5625,-0.0336181640625
0.001892,1.513671875,-0.0336181640625
0.001893,1.46484375,-0.0336181640625
0.001894,1.513671875,-0.0336181640625
0.001895,1.513671875,-0.0336181640625
0.001896,1.46484375,-0.0336181640625
0.001897,1.46484375,-0.03460693359375
0.001898,1.46484375,-0.035595703124999996
0.001899,1.513671875,-0.0336181640625
0.0019,1.46484375,-0.03460693359375
0.001901,1.46484375,-0.035595703124999996
0.001902,1.46484375,-0.03460693359375
0.001903,1.46484375,-0.0336181640625
0.001904,1.46484375,-0.0336181640625
0.001905,1.46484375,-0.03460693359375
0.001906,1.46484375,-0.03460693359375
0.001907,1.46484375,-0.0336181640625
0.001908,1.416015625,-0.03262939453125
0.001909,1.46484375,-0.0336181640625
0.00191,1.416015625,-0.03262939453125
0.001911,1.46484375,-0.0336181640625
0.001912,1.416015625,-0.0336181640625
0.001913,1.46484375,-0.031640625
0.001914,1.46484375,-0.03262939453125
0.001915,1.416015625,-0.031640625
0.001916,1.416015625,-0.0336181640625
0.001917,1.416015625,-0.03262939453125
0.001918,1.3671875,-0.031640625
0.001919,1.3671875,-0.03262939453125
0.00192,1.416015625,-0.031640625
0.001921,1.3671875,-0.031640625
0.001922,1.3671875,-0.031640625
0.001923,1.3671875,-0.03262939453125
0.001924,1.3671875,-0.03262939453125
0.001925,1.3671875,-0.031640625
0.001926,1.3671875,-0.031640625
0.001927,1.3671875,-0.031640625
0.001928,1.3671875,-0.031640625
0.001929,1.318359375,-0.031640625
0.00193,1.3671875,-0.031640625
0.001931,1.3671875,-0.031640625
0.001932,1.3671875,-0.031640625
0.001933,1.318359375,-0.031640625
0.001934,1.318359375,-0.03262939453125
0.001935,1.3671875,-0.03262939453125
0.001936,1.26953125,-0.03262939453125
0.001937,1.3671875,-0.031640625
0.001938,1.318359375,-0.03262939453125
0.001939,1.3671875,-0.03262939453125
0.00194,1.3671875,-0.03262939453125
0.001941,1.318359375,-0.031640625
0.001942,1.26953125,-0.0336181640625
0.001943,1.318359375,-0.0336181640625
0.001944,1.318359375,-0.03262939453125
0.001945,1.26953125,-0.03262939453125
0.001946,1.318359375,-0.03262939453125
0.001947,1.318359375,-0.03262939453125
0.001948,1.26953125,-0.0336181640625
0.001949,1.318359375,-0.0336181640625
0.00195,1.318359375,-0.0336181640625
0.001951,1.3671875,-0.0336181640625
0.001952,1.26953125,-0.0336181640625
0.001953,1.318359375,-0.03460693359375
0.001954,1.318359375,-0.0336181640625
0.001955,1.318359375,-0.0336181640625
0.001956,1.26953125,-0.0336181640625
0.001957,1.318359375,-0.0336181640625
0.001958,1.26953125,-0.0336181640625
0.001959,1.26953125,-0.03460693359375
0.00196,1.26953125,-0.0336181640625
0.001961,1.318359375,-0.0336181640625
0.001962,1.318359375,-0.0336181640625
0.001963,1.318359375,-0.0336181640625
0.001964,1.26953125,-0.0336181640625
0.001965,1.318359375,-0.0336181640625
0.001966,1.26953125,-0.0336181640625
0.001967,1.318359375,-0.03262939453125
0.001968,1.26953125,-0.0336181640625
0.001969,1.26953125,-0.0336181640625
0.00197,1.26953125,-0.0336181640625
0.001971,1.26953125,-0.03262939453125
0.001972,1.26953125,-0.0336181640625
0.001973,1.26953125,-0.031640625
0.001974,1.26953125,-0.03262939453125
0.001975,1.26953125,-0.031640625
0.001976,1.26953125,-0.031640625
0.001977,1.26953125,-0.031640625
0.001978,1.26953125,-0.031640625
0.001979,1.26953125,-0.031640625
0.00198,1.26953125,-0.031640625
0.001981,1.26953125,-0.031640625
0.001982,1.26953125,-0.031640625
0.001983,1.26953125,-0.031640625
0.001984,1.26953125,-0.031640625
0.001985,1.26953125,-0.031640625
0.001986,1.26953125,-0.031640625
0.001987,1.26953125,-0.031640625
0.001988,1.26953125,-0.03262939453125
0.001989,1.26953125,-0.031640625
0.00199,1.26953125,-0.03065185546875
0.001991,1.220703125,-0.03262939453125
0.001992,1.26953125,-0.031640625
0.001993,1.220703125,-0.031640625
0.001994,1.26953125,-0.03262939453125
0.001995,1.26953125,-0.031640625
0.001996,1.26953125,-0.03262939453125
0.001997,1.220703125,-0.03262939453125
0.001998,1.26953125,-0.03262939453125
0.001999,1.220703125,-0.031640625
0.002,1.220703125,-0.03262939453125
0.002001,1.26953125,-0.03262939453125
0.002002,1.171875,-0.03262939453125
0.002003,1.220703125,-0.0336181640625
0.002004,1.171875,-0.0336181640625
0.002005,1.171875,-0.0336181640625
0.002006,1.220703125,-0.0336181640625
0.002007,1.171875,-0.0336181640625
0.002008,1.171875,-0.0336181640625
0.002009,1.220703125,-0.0336181640625
0.00201,1.171875,-0.0336181640625
0.002011,1.171875,-0.0336181640625
0.002012,1.171875,-0.03460693359375
0.002013,1.171875,-0.0336181640625
0.002014,1.171875,-0.03460693359375
0.002015,1.123046875,-0.03460693359375
0.002016,1.07421875,-0.0336181640625
0.002017,1.123046875,-0.0336181640625
0.002018,1.123046875,-0.035595703124999996
0.002019,1.123046875,-0.03460693359375
0.00202,1.07421875,-0.0336181640625
0.002021,1.123046875,-0.03460693359375
0.002022,1.123046875,-0.03460693359375
0.002023,1.123046875,-0.03460693359375
0.002024,1.07421875,-0.03460693359375
0.002025,1.07421875,-0.0336181640625
0.002026,1.07421875,-0.0336181640625
0.002027,1.07421875,-0.0336181640625
0.002028,1.07421875,-0.0336181640625
0.002029,1.07421875,-0.0336181640625
0.00203,1.025390625,-0.03262939453125
0.002031,1.07421875,-0.03262939453125
0.002032,1.025390625,-0.03262939453125
0.002033,1.07421875,-0.0336181640625
0.002034,1.07421875,-0.03262939453125
0.002035,1.025390625,-0.03262939453125
0.002036,1.025390625,-0.031640625
0.002037,1.025390625,-0.031640625
0.002038,1.025390625,-0.031640625
0.002039,0.9765625,-0.03262939453125
0.00204,0.9765625,-0.0336181640625
0.002041,0.9765625,-0.031640625
0.002042,0.9765625,-0.031640625
0.002043,0.9765625,-0.031640625
0.002044,0.9765625,-0.03262939453125
0.002045,0.9765625,-0.03262939453125
0.002046,0.9765625,-0.031640625
0.002047,0.9765625,-0.031640625
0.002048,0.9765625,-0.03262939453125
0.002049,0.927734375,-0.031640625
0.00205,0.9765625,-0.031640625
0.002051,0.927734375,-0.03262939453125
0.002052,0.87890625,-0.031640625
0.002053,0.927734375,-0.031640625
0.002054,0.87890625,-0.031640625
0.002055,0.87890625,-0.03262939453125
0.002056,0.87890625,-0.0336181640625
0.002057,0.87890625,-0.03262939453125
0.002058,0.87890625,-0.0336181640625
0.002059,0.87890625,-0.0336181640625
0.00206,0.87890625,-0.03262939453125
0.002061,0.830078125,-0.0336181640625
0.002062,0.87890625,-0.0336181640625
0.002063,0.87890625,-0.0336181640625
0.002064,0.830078125,-0.0336181640625
0.002065,0.87890625,-0.0336181640625
0.002066,0.830078125,-0.03460693359375
0.002067,0.830078125,-0.0336181640625
0.002068,0.830078125,-0.035595703124999996
0.002069,0.87890625,-0.03460693359375
0.00207,0.87890625,-0.03460693359375
0.002071,0.830078125,-0.03460693359375
0.002072,0.78125,-0.03460693359375
0.002073,0.830078125,-0.03460693359375
0.002074,0.830078125,-0.0336181640625
0.002075,0.78125,-0.03460693359375
0.002076,0.78125,-0.035595703124999996
0.002077,0.78125,-0.03460693359375
0.002078,0.830078125,-0.03460693359375
0.002079,0.78125,-0.0336181640625
0.00208,0.830078125,-0.035595703124999996
0.002081,0.78125,-0.0336181640625
0.002082,0.830078125,-0.03460693359375
0.002083,0.78125,-0.0336181640625
0.002084,0.830078125,-0.03460693359375
0.002085,0.78125,-0.03460693359375
0.002086,0.78125,-0.0336181640625
0.002087,0.78125,-0.0336181640625
0.002088,0.78125,-0.0336181640625
0.002089,0.732421875,-0.0336181640625
0.00209,0.78125,-0.0336181640625
0.002091,0.78125,-0.03262939453125
0.002092,0.78125,-0.03262939453125
0.002093,0.78125,-0.03262939453125
0.002094,0.78125,-0.03262939453125
0.002095,0.78125,-0.03262939453125
0.002096,0.78125,-0.03262939453125
0.002097,0.78125,-0.031640625
0.002098,0.78125,-0.031640625
0.002099,0.78125,-0.031640625
0.0021,0.78125,-0.031640625
0.002101,0.78125,-0.031640625
0.002102,0.78125,-0.03262939453125
0.002103,0.78125,-0.031640625
0.002104,0.78125,-0.031640625
0.002105,0.78125,-0.031640625
0.002106,0.78125,-0.031640625
0.002107,0.78125,-0.031640625
0.002108,0.78125,-0.031640625
0.002109,0.78125,-0.031640625
0.00211,0.732421875,-0.031640625
0.002111,0.78125,-0.0336181640625
0.002112,0.732421875,-0.03262939453125
0.002113,0.78125,-0.03262939453125
0.002114,0.78125,-0.031640625
0.002115,0.78125,-0.03262939453125
0.002116,0.78125,-0.03262939453125
0.002117,0.78125,-0.03262939453125
0.002118,0.78125,-0.03262939453125
0.002119,0.78125,-0.0336181640625
0.00212,0.732421875,-0.03262939453125
0.002121,0.78125,-0.0336181640625
0.002122,0.78125,-0.0336181640625
0.002123,0.78125,-0.0336181640625
0.002124,0.78125,-0.0336181640625
0.002125,0.78125,-0.0336181640625
0.002126,0.78125,-0.0336181640625
0.002127,0.78125,-0.03460693359375
0.002128,0.78125,-0.0336181640625
0.002129,0.78125,-0.0336181640625
0.00213,0.78125,-0.0336181640625
0.002131,0.78125,-0.0336181640625
0.002132,0.78125,-0.03460693359375
0.002133,0.732421875,-0.0336181640625
0.002134,0.78125,-0.0336181640625
0.002135,0.78125,-0.03460693359375
0.002136,0.78125,-0.0336181640625
0.002137,0.78125,-0.0336181640625
0.002138,0.78125,-0.0336181640625
0.002139,0.78125,-0.03460693359375
0.00214,0.78125,-0.0336181640625
0.002141,0.78125,-0.0336181640625
0.002142,0.78125,-0.0336181640625
0.002143,0.732421875,-0.03460693359375
0.002144,0.78125,-0.0336181640625
0.002145,0.78125,-0.0336181640625
0.002146,0.78125,-0.0336181640625
0.002147,0.68359375,-0.0336181640625
0.002148,0.732421875,-0.0336181640625
0.002149,0.68359375,-0.0336181640625
0.00215,0.78125,-0.03262939453125
0.002151,0.732421875,-0.0336181640625
0.002152,0.732421875,-0.03262939453125
0.002153,0.732421875,-0.031640625
0.002154,0.732421875,-0.03262939453125
0.002155,0.732421875,-0.03262939453125
0.002156,0.68359375,-0.031640625
0.002157,0.68359375,-0.031640625
0.002158,0.68359375,-0.031640625
0.002159,0.68359375,-0.031640625
0.00216,0.68359375,-0.031640625
0.002161,0.68359375,-0.031640625
0.002162,0.68359375,-0.03262939453125
0.002163,0.732421875,-0.031640625
0.002164,0.68359375,-0.031640625
0.002165,0.68359375,-0.031640625
0.002166,0.68359375,-0.031640625
0.002167,0.732421875,-0.031640625
0.002168,0.68359375,-0.03262939453125
0.002169,0.68359375,-0.031640625
0.00217,0.68359375,-0.03262939453125
0.002171,0.68359375,-0.03262939453125
0.002172,0.68359375,-0.03262939453125
0.002173,0.68359375,-0.031640625
0.002174,0.634765625,-0.03262939453125
0.002175,0.634765625,-0.031640625
0.002176,0.634765625,-0.031640625
0.002177,0.68359375,-0.03262939453125
0.002178,0.634765625,-0.03262939453125
0.002179,0.68359375,-0.0336181640625
0.00218,0.634765625,-0.0336181640625
0.002181,0.634765625,-0.0336181640625
0.002182,0.634765625,-0.03262939453125
0.002183,0.5859375,-0.03262939453125
0.002184,0.5859375,-0.0336181640625
0.002185,0.5859375,-0.0336181640625
0.002186,0.5859375,-0.0336181640625
0.002187,0.5859375,-0.0336181640625
0.002188,0.5859375,-0.0336181640625
0.002189,0.537109375,-0.03460693359375
0.00219,0.537109375,-0.0336181640625
0.002191,0.5859375,-0.0336181640625
0.002192,0.537109375,-0.03460693359375
0.002193,0.537109375,-0.0336181640625
0.002194,0.5859375,-0.035595703124999996
0.002195,0.48828125,-0.03460693359375
0.002196,0.5859375,-0.0336181640625
0.002197,0.537109375,-0.03460693359375
0.002198,0.537109375,-0.03460693359375
0.002199,0.48828125,-0.035595703124999996
0.0022,0.537109375,-0.03460693359375
0.002201,0.5859375,-0.0336181640625
0.002202,0.5859375,-0.03460693359375
0.002203,0.48828125,-0.0336181640625
0.002204,0.48828125,-0.03460693359375
0.002205,0.48828125,-0.0336181640625
0.002206,0.48828125,-0.0336181640625
0.002207,0.48828125,-0.03460693359375
0.002208,0.48828125,-0.0336181640625
0.002209,0.48828125,-0.0336181640625
0.00221,0.48828125,-0.0336181640625
0.002211,0.48828125,-0.0336181640625
0.002212,0.439453125,-0.0336181640625
0.002213,0.439453125,-0.03262939453125
0.002214,0.48828125,-0.0336181640625
0.002215,0.439453125,-0.0336181640625
0.002216,0.48828125,-0.03262939453125
0.002217,0.48828125,-0.03262939453125
0.002218,0.439453125,-0.03262939453125
0.002219,0.48828125,-0.03262939453125
0.00222,0.48828125,-0.03262939453125
0.002221,0.439453125,-0.031640625
0.002222,0.439453125,-0.0336181640625
0.002223,0.390625,-0.03262939453125
0.002224,0.390625,-0.03262939453125
0.002225,0.390625,-0.031640625
0.002226,0.390625,-0.03262939453125
0.002227,0.48828125,-0.031640625
0.002228,0.390625,-0.03262939453125
0.002229,0.390625,-0.03262939453125
0.00223,0.390625,-0.03262939453125
0.002231,0.390625,-0.03262939453125
0.002232,0.390625,-0.03262939453125
0.002233,0.390625,-0.03262939453125
0.002234,0.390625,-0.03262939453125
0.002235,0.390625,-0.03262939453125
0.002236,0.390625,-0.031640625
0.002237,0.390625,-0.031640625
0.002238,0.390625,-0.031640625
0.002239,0.390625,-0.0336181640625
0.00224,0.390625,-0.031640625
0.002241,0.341796875,-0.03262939453125
0.002242,0.341796875,-0.03262939453125
0.002243,0.390625,-0.031640625
0.002244,0.341796875,-0.0336181640625
0.002245,0.390625,-0.0336181640625
0.002246,0.390625,-0.03262939453125
0.002247,0.390625,-0.03262939453125
0.002248,0.341796875,-0.031640625
0.002249,0.390625,-0.0336181640625
0.00225,0.390625,-0.0336181640625
0.002251,0.341796875,-0.0336181640625
0.002252,0.390625,-0.0336181640625
0.002253,0.390625,-0.03262939453125
0.002254,0.390625,-0.0336181640625
0.002255,0.341796875,-0.03460693359375
0.002256,0.390625,-0.0336181640625
0.002257,0.390625,-0.03460693359375
0.002258,0.390625,-0.03460693359375
0.002259,0.390625,-0.03460693359375
0.00226,0.390625,-0.0336181640625
0.002261,0.390625,-0.03460693359375
0.002262,0.390625,-0.0336181640625
0.002263,0.390625,-0.03460693359375
0.002264,0.390625,-0.03460693359375
0.002265,0.390625,-0.03460693359375
0.002266,0.390625,-0.03460693359375
0.002267,0.341796875,-0.0336181640625
0.002268,0.390625,-0.0336181640625
0.002269,0.341796875,-0.03460693359375
0.00227,0.390625,-0.0336181640625
0.002271,0.341796875,-0.035595703124999996
0.002272,0.390625,-0.03460693359375
0.002273,0.341796875,-0.03460693359375
0.002274,0.390625,-0.03460693359375
0.002275,0.341796875,-0.03460693359375
